Time [s],Force Reaction (X) [N],Force Reaction (Y) [N],Force Reaction (Z) [N],Force Reaction (Total) [N],RPM,Feed_mm_per_sec,DOC_mm,sequence_id,Tool_Life_HSS_min
3.05,-2314.5,4760.8,-1669.4,5550.6,1000,2,5,6,27.75635109028612
3.1,-2603.7,4545.1,-1603.2,5477.9,1000,2,5,6,27.75635109028612
3.15,-2592.4,4531.4,-1356.2,5393.8,1000,2,5,6,27.75635109028612
3.2,-2579.4,4830.9,-1390.5,5650.2,1000,2,5,6,27.75635109028612
3.25,-2556.2,4661.2,-1324.1,5478.6,1000,2,5,6,27.75635109028612
3.3,-2646.5,4476.0,-1439.1,5395.3,1000,2,5,6,27.75635109028612
3.35,-2431.6,5047.9,-1289.9,5749.5,1000,2,5,6,27.75635109028612
3.4,-2662.9,4737.2,-1262.7,5579.1,1000,2,5,6,27.75635109028612
3.45,-2580.4,4479.6,-1189.8,5304.8,1000,2,5,6,27.75635109028612
3.5,-2429.0,4363.9,-1133.8,5121.4,1000,2,5,6,27.75635109028612
3.55,-2451.6,4836.5,-1226.5,5559.3,1000,2,5,6,27.75635109028612
3.6,-2455.1,4880.5,-1233.9,5600.8,1000,2,5,6,27.75635109028612
3.65,-2139.6,4953.8,-1233.5,5535.3,1000,2,5,6,27.75635109028612
3.7,-2159.3,4937.9,-1313.0,5547.1,1000,2,5,6,27.75635109028612
3.75,-2441.1,4752.0,-1343.1,5508.6,1000,2,5,6,27.75635109028612
3.8,-2156.3,4869.3,-1707.2,5592.3,1000,2,5,6,27.75635109028612
3.85,-2167.0,4676.3,-1616.6,5401.5,1000,2,5,6,27.75635109028612
3.9,-2423.4,5015.9,-1592.2,5793.8,1000,2,5,6,27.75635109028612
3.95,-2261.0,4416.4,-1694.2,5242.8,1000,2,5,6,27.75635109028612
4.0,-2584.7,4226.1,-1710.6,5240.9,1000,2,5,6,27.75635109028612
4.05,-2557.1,4328.1,-1825.9,5348.4,1000,2,5,6,27.75635109028612
4.1,-2583.6,4831.1,-1523.0,5686.4,1000,2,5,6,27.75635109028612
4.15,-2568.4,4567.6,-1561.4,5467.8,1000,2,5,6,27.75635109028612
4.2,-2606.6,4979.8,-1554.1,5831.6,1000,2,5,6,27.75635109028612
4.25,-2632.8,4955.2,-1266.2,5752.3,1000,2,5,6,27.75635109028612
4.3,-2724.0,4857.1,-1387.2,5739.0,1000,2,5,6,27.75635109028612
4.35,-2469.0,5194.1,-1217.0,5878.4,1000,2,5,6,27.75635109028612
4.4,-2505.6,4628.0,-1224.5,5403.3,1000,2,5,6,27.75635109028612
4.45,-2561.3,4648.8,-1162.2,5433.4,1000,2,5,6,27.75635109028612
4.5,-2500.1,4236.7,-1378.3,5108.8,1000,2,5,6,27.75635109028612
4.55,-2250.2,4453.8,-1228.7,5139.0,1000,2,5,6,27.75635109028612
4.6,-2264.6,4823.9,-1281.8,5481.0,1000,2,5,6,27.75635109028612
4.65,-2364.3,4702.4,-1231.7,5405.5,1000,2,5,6,27.75635109028612
4.7,-2286.5,4882.9,-1111.7,5505.2,1000,2,5,6,27.75635109028612
4.75,-2142.8,5015.7,-1282.5,5603.0,1000,2,5,6,27.75635109028612
4.8,-2435.4,4900.4,-1366.2,5640.2,1000,2,5,6,27.75635109028612
4.85,-2360.7,4756.1,-1658.4,5562.7,1000,2,5,6,27.75635109028612
4.9,-2257.1,4718.5,-1560.9,5458.5,1000,2,5,6,27.75635109028612
4.95,-2497.8,4255.5,-1628.8,5196.3,1000,2,5,6,27.75635109028612
0.0,-1955.2,3445.4,-1456.0,4220.6,3000,2,5,7,27.153133018475234
0.05,-2115.9,3849.0,-1246.9,4565.8,3000,2,5,7,27.153133018475234
0.1,-2025.9,4154.5,-1152.0,4763.6,3000,2,5,7,27.153133018475234
0.15,-2143.2,3810.0,-964.3,4476.6,3000,2,5,7,27.153133018475234
0.2,-1951.1,3886.0,-1089.6,4482.8,3000,2,5,7,27.153133018475234
0.25,-1791.4,3766.3,-1302.3,4369.2,3000,2,5,7,27.153133018475234
0.3,-1954.7,3612.7,-1309.2,4311.2,3000,2,5,7,27.153133018475234
0.35,-2110.2,3556.5,-1422.9,4373.4,3000,2,5,7,27.153133018475234
0.4,-2057.9,4011.1,-1329.2,4700.1,3000,2,5,7,27.153133018475234
0.45,-2148.4,4078.8,-1043.3,4726.6,3000,2,5,7,27.153133018475234
0.5,-2045.4,3636.3,-988.1,4287.5,3000,2,5,7,27.153133018475234
0.55,-1742.6,3976.1,-1073.1,4471.8,3000,2,5,7,27.153133018475234
0.6,-1942.1,4098.0,-1237.9,4700.8,3000,2,5,7,27.153133018475234
0.65,-1963.0,3895.6,-1304.5,4553.1,3000,2,5,7,27.153133018475234
0.7,-2158.7,3898.0,-1272.4,4633.9,3000,2,5,7,27.153133018475234
0.75,-2144.2,3953.0,-1253.1,4668.4,3000,2,5,7,27.153133018475234
0.8,-2056.0,3721.9,-1013.3,4371.1,3000,2,5,7,27.153133018475234
0.85,-2051.7,3683.8,-1003.1,4334.3,3000,2,5,7,27.153133018475234
0.9,-1827.3,3702.9,-1074.8,4266.8,3000,2,5,7,27.153133018475234
0.95,-1684.7,4073.3,-1246.6,4580.9,3000,2,5,7,27.153133018475234
1.0,-2052.7,3521.5,-1371.8,4300.8,3000,2,5,7,27.153133018475234
1.05,-2157.5,3814.4,-1351.5,4586.0,3000,2,5,7,27.153133018475234
1.1,-2274.7,4025.2,-1051.9,4741.6,3000,2,5,7,27.153133018475234
1.15,-2023.7,3606.2,-1171.6,4298.0,3000,2,5,7,27.153133018475234
1.2,-1986.0,3777.1,-1038.0,4391.8,3000,2,5,7,27.153133018475234
1.25,-1791.6,4241.8,-1130.8,4741.4,3000,2,5,7,27.153133018475234
1.3,-1874.4,4168.5,-1412.9,4784.0,3000,2,5,7,27.153133018475234
1.35,-1968.6,3649.7,-1331.8,4355.4,3000,2,5,7,27.153133018475234
1.4,-2229.1,3804.2,-1301.5,4597.3,3000,2,5,7,27.153133018475234
1.45,-2051.9,4078.5,-966.0,4666.7,3000,2,5,7,27.153133018475234
1.5,-2023.8,3540.1,-1013.0,4201.7,3000,2,5,7,27.153133018475234
1.55,-1828.4,3952.6,-1040.8,4477.7,3000,2,5,7,27.153133018475234
1.6,-1697.0,3905.9,-1324.9,4459.9,3000,2,5,7,27.153133018475234
1.65,-2041.5,3940.1,-1331.8,4633.1,3000,2,5,7,27.153133018475234
1.7,-2184.6,3965.7,-1284.7,4706.4,3000,2,5,7,27.153133018475234
1.75,-2181.4,4047.1,-1286.2,4774.1,3000,2,5,7,27.153133018475234
1.8,-1897.4,3907.9,-1210.2,4509.5,3000,2,5,7,27.153133018475234
1.85,-1902.0,3715.0,-953.7,4281.2,3000,2,5,7,27.153133018475234
1.9,-1730.9,4018.1,-1200.0,4536.6,3000,2,5,7,27.153133018475234
1.95,-1829.2,3727.9,-1251.4,4336.9,3000,2,5,7,27.153133018475234
2.0,-2013.3,3548.7,-1466.7,4335.7,3000,2,5,7,27.153133018475234
2.05,-2072.5,4070.4,-1353.6,4764.0,3000,2,5,7,27.153133018475234
2.1,-2095.9,3852.5,-1085.1,4517.9,3000,2,5,7,27.153133018475234
2.15,-1978.2,3734.9,-1144.7,4378.7,3000,2,5,7,27.153133018475234
2.2,-2019.1,3871.0,-1020.6,4483.6,3000,2,5,7,27.153133018475234
2.25,-1669.1,3846.6,-1169.9,4353.3,3000,2,5,7,27.153133018475234
2.3,-1983.7,3995.1,-1223.4,4625.2,3000,2,5,7,27.153133018475234
2.35,-1984.6,3556.9,-1318.5,4281.1,3000,2,5,7,27.153133018475234
2.4,-2087.2,4168.4,-1171.2,4806.6,3000,2,5,7,27.153133018475234
2.45,-2135.4,4009.3,-1108.7,4675.8,3000,2,5,7,27.153133018475234
2.5,-1905.8,3375.0,-1185.7,4053.2,3000,2,5,7,27.153133018475234
2.55,-1974.3,3929.1,-1105.8,4534.2,3000,2,5,7,27.153133018475234
2.6,-1878.2,3857.3,-1343.1,4495.5,3000,2,5,7,27.153133018475234
2.65,-1997.7,3728.8,-1317.8,4430.7,3000,2,5,7,27.153133018475234
2.7,-2082.2,3904.2,-1339.6,4623.1,3000,2,5,7,27.153133018475234
2.75,-2065.5,3894.6,-1099.7,4543.5,3000,2,5,7,27.153133018475234
2.8,-1917.0,4049.9,-1095.6,4612.7,3000,2,5,7,27.153133018475234
2.85,-1945.8,4002.8,-1019.8,4566.0,3000,2,5,7,27.153133018475234
2.9,-1784.8,3965.5,-1175.0,4504.6,3000,2,5,7,27.153133018475234
2.95,-1959.6,4107.8,-1285.9,4729.4,3000,2,5,7,27.153133018475234
3.0,-1994.5,3551.7,-1275.2,4268.4,3000,2,5,7,27.153133018475234
3.05,-2241.9,3825.5,-1350.6,4635.1,3000,2,5,7,27.153133018475234
3.1,-2108.9,4144.2,-1043.1,4765.5,3000,2,5,7,27.153133018475234
3.15,-2101.4,3936.0,-1099.7,4595.3,3000,2,5,7,27.153133018475234
3.2,-1766.0,3832.1,-961.4,4327.6,3000,2,5,7,27.153133018475234
3.25,-1916.2,4167.1,-1069.0,4709.4,3000,2,5,7,27.153133018475234
3.3,-1959.8,3989.6,-1365.4,4649.9,3000,2,5,7,27.153133018475234
3.35,-1977.4,3734.1,-1330.1,4429.7,3000,2,5,7,27.153133018475234
3.4,-2369.7,4114.3,-1322.4,4928.7,3000,2,5,7,27.153133018475234
3.45,-2150.2,3865.0,-1087.9,4554.7,3000,2,5,7,27.153133018475234
3.5,-2078.1,3707.8,-959.4,4357.4,3000,2,5,7,27.153133018475234
3.55,-1900.7,3852.3,-1147.4,4446.3,3000,2,5,7,27.153133018475234
3.6,-1865.8,4102.7,-1265.7,4681.4,3000,2,5,7,27.153133018475234
3.65,-1853.2,3693.3,-1323.1,4338.9,3000,2,5,7,27.153133018475234
3.7,-2149.1,3818.1,-1447.8,4614.4,3000,2,5,7,27.153133018475234
3.75,-2033.3,4266.8,-1238.1,4886.0,3000,2,5,7,27.153133018475234
3.8,-2085.9,3880.8,-1081.2,4536.6,3000,2,5,7,27.153133018475234
3.85,-2133.8,3563.3,-1003.9,4273.0,3000,2,5,7,27.153133018475234
3.9,-1784.3,4029.0,-1084.8,4538.0,3000,2,5,7,27.153133018475234
3.95,-1822.1,3640.3,-1323.4,4280.6,3000,2,5,7,27.153133018475234
4.0,-1988.9,3580.8,-1266.2,4287.3,3000,2,5,7,27.153133018475234
4.05,-2115.2,4020.0,-1321.8,4730.9,3000,2,5,7,27.153133018475234
4.1,-2159.8,4098.2,-1137.5,4770.1,3000,2,5,7,27.153133018475234
4.15,-1998.5,3808.5,-985.5,4412.5,3000,2,5,7,27.153133018475234
4.2,-1766.9,3912.6,-1070.4,4424.5,3000,2,5,7,27.153133018475234
4.25,-1778.2,3858.5,-1135.4,4397.6,3000,2,5,7,27.153133018475234
4.3,-1949.7,3840.0,-1298.0,4498.0,3000,2,5,7,27.153133018475234
4.35,-1958.0,3912.2,-1258.6,4552.2,3000,2,5,7,27.153133018475234
4.4,-2177.3,3508.0,-1214.2,4303.6,3000,2,5,7,27.153133018475234
4.45,-2079.7,3793.7,-1026.2,4446.4,3000,2,5,7,27.153133018475234
4.5,-1916.0,3361.9,-933.6,3980.6,3000,2,5,7,27.153133018475234
4.55,-1925.5,3728.3,-1041.3,4323.4,3000,2,5,7,27.153133018475234
4.6,-1817.7,4111.7,-1305.2,4681.2,3000,2,5,7,27.153133018475234
4.65,-1903.8,3624.0,-1313.4,4299.2,3000,2,5,7,27.153133018475234
4.7,-2193.5,3800.0,-1341.1,4588.0,3000,2,5,7,27.153133018475234
4.75,-2269.4,3582.6,-1239.7,4418.4,3000,2,5,7,27.153133018475234
4.8,-2027.2,3613.8,-1019.1,4267.0,3000,2,5,7,27.153133018475234
4.85,-1931.8,3653.6,-974.9,4246.3,3000,2,5,7,27.153133018475234
4.9,-1923.4,3774.8,-1186.9,4399.7,3000,2,5,7,27.153133018475234
4.95,-1761.0,4039.7,-1328.9,4602.9,3000,2,5,7,27.153133018475234
0.0,-1554.8,3018.0,-1069.7,3559.5,5000,2,5,8,26.877134965675573
0.05,-1615.4,3184.4,-914.5,3685.9,5000,2,5,8,26.877134965675573
0.1,-1456.2,2691.6,-861.9,3179.3,5000,2,5,8,26.877134965675573
0.15,-1422.7,3280.2,-850.9,3675.3,5000,2,5,8,26.877134965675573
0.2,-1427.2,2817.8,-1091.7,3342.0,5000,2,5,8,26.877134965675573
0.25,-1623.1,3144.4,-931.2,3659.1,5000,2,5,8,26.877134965675573
0.3,-1437.5,2789.2,-768.5,3230.6,5000,2,5,8,26.877134965675573
0.35,-1543.3,3498.4,-936.1,3936.6,5000,2,5,8,26.877134965675573
0.4,-1434.0,2697.5,-1074.5,3238.4,5000,2,5,8,26.877134965675573
0.45,-1534.0,3445.0,-1031.4,3909.6,5000,2,5,8,26.877134965675573
0.5,-1522.2,2863.9,-762.9,3331.8,5000,2,5,8,26.877134965675573
0.55,-1350.6,3073.3,-1007.2,3504.8,5000,2,5,8,26.877134965675573
0.6,-1505.9,2923.3,-1126.8,3476.0,5000,2,5,8,26.877134965675573
0.65,-1600.2,3024.1,-807.4,3515.3,5000,2,5,8,26.877134965675573
0.7,-1463.7,2859.1,-743.2,3296.8,5000,2,5,8,26.877134965675573
0.75,-1388.4,3137.3,-984.4,3569.2,5000,2,5,8,26.877134965675573
0.8,-1557.8,2571.6,-1118.1,3207.8,5000,2,5,8,26.877134965675573
0.85,-1637.1,3184.0,-1007.8,3719.4,5000,2,5,8,26.877134965675573
0.9,-1594.7,2892.4,-750.3,3387.0,5000,2,5,8,26.877134965675573
0.95,-1352.8,3233.6,-909.2,3621.1,5000,2,5,8,26.877134965675573
1.0,-1507.8,2870.2,-999.0,3392.6,5000,2,5,8,26.877134965675573
1.05,-1603.3,3197.0,-998.0,3713.1,5000,2,5,8,26.877134965675573
1.1,-1515.1,2816.9,-690.7,3272.2,5000,2,5,8,26.877134965675573
1.15,-1362.4,3273.2,-959.8,3673.0,5000,2,5,8,26.877134965675573
1.2,-1604.3,2909.1,-1037.4,3480.4,5000,2,5,8,26.877134965675573
1.25,-1552.2,3190.9,-888.8,3658.0,5000,2,5,8,26.877134965675573
1.3,-1520.7,2669.7,-764.3,3166.1,5000,2,5,8,26.877134965675573
1.35,-1360.4,3266.9,-841.7,3637.6,5000,2,5,8,26.877134965675573
1.4,-1460.6,2977.4,-965.2,3454.0,5000,2,5,8,26.877134965675573
1.45,-1629.6,3267.9,-908.0,3762.9,5000,2,5,8,26.877134965675573
1.5,-1512.5,2986.0,-797.9,3441.0,5000,2,5,8,26.877134965675573
1.55,-1411.7,3247.2,-979.4,3673.8,5000,2,5,8,26.877134965675573
1.6,-1504.2,2803.5,-1090.8,3363.4,5000,2,5,8,26.877134965675573
1.65,-1611.6,3136.6,-844.9,3626.2,5000,2,5,8,26.877134965675573
1.7,-1509.5,2804.7,-721.0,3265.7,5000,2,5,8,26.877134965675573
1.75,-1362.0,3165.4,-949.9,3574.5,5000,2,5,8,26.877134965675573
1.8,-1523.3,2789.2,-1044.1,3345.2,5000,2,5,8,26.877134965675573
1.85,-1660.3,3100.3,-943.1,3641.1,5000,2,5,8,26.877134965675573
1.9,-1527.6,2734.4,-699.5,3209.4,5000,2,5,8,26.877134965675573
1.95,-1396.5,3227.2,-850.6,3617.8,5000,2,5,8,26.877134965675573
2.0,-1584.8,3022.8,-1033.5,3566.1,5000,2,5,8,26.877134965675573
2.05,-1660.3,3189.4,-870.9,3699.6,5000,2,5,8,26.877134965675573
2.1,-1490.8,2983.5,-724.0,3412.9,5000,2,5,8,26.877134965675573
2.15,-1360.5,3210.9,-887.8,3598.5,5000,2,5,8,26.877134965675573
2.2,-1456.4,2990.0,-1124.9,3510.9,5000,2,5,8,26.877134965675573
2.25,-1731.6,3361.4,-906.1,3888.2,5000,2,5,8,26.877134965675573
2.3,-1480.8,2646.3,-839.6,3146.5,5000,2,5,8,26.877134965675573
2.35,-1454.7,3234.8,-939.4,3669.1,5000,2,5,8,26.877134965675573
2.4,-1517.2,2837.3,-1044.1,3382.6,5000,2,5,8,26.877134965675573
2.45,-1640.5,3338.0,-808.8,3806.2,5000,2,5,8,26.877134965675573
2.5,-1577.0,2784.3,-781.5,3294.0,5000,2,5,8,26.877134965675573
2.55,-1396.8,3086.4,-930.2,3513.1,5000,2,5,8,26.877134965675573
2.6,-1618.8,2717.9,-1111.4,3353.0,5000,2,5,8,26.877134965675573
2.65,-1572.0,3241.4,-1001.8,3739.2,5000,2,5,8,26.877134965675573
2.7,-1463.5,2578.2,-800.4,3070.8,5000,2,5,8,26.877134965675573
2.75,-1342.3,3116.6,-844.0,3496.7,5000,2,5,8,26.877134965675573
2.8,-1503.5,2948.3,-997.0,3456.4,5000,2,5,8,26.877134965675573
2.85,-1595.9,3029.6,-881.9,3535.9,5000,2,5,8,26.877134965675573
2.9,-1444.6,2901.3,-741.1,3324.7,5000,2,5,8,26.877134965675573
2.95,-1397.7,3020.4,-844.9,3433.7,5000,2,5,8,26.877134965675573
3.0,-1538.2,2755.3,-1179.6,3368.9,5000,2,5,8,26.877134965675573
3.05,-1624.4,3212.1,-944.6,3721.3,5000,2,5,8,26.877134965675573
3.1,-1489.6,2990.7,-681.4,3409.9,5000,2,5,8,26.877134965675573
3.15,-1362.3,3112.6,-862.9,3505.5,5000,2,5,8,26.877134965675573
3.2,-1410.2,2877.7,-1033.4,3367.1,5000,2,5,8,26.877134965675573
3.25,-1504.4,3296.0,-915.3,3736.9,5000,2,5,8,26.877134965675573
3.3,-1519.4,2943.1,-663.8,3378.0,5000,2,5,8,26.877134965675573
3.35,-1445.4,3290.9,-892.7,3703.5,5000,2,5,8,26.877134965675573
3.4,-1451.5,2907.0,-1048.4,3414.2,5000,2,5,8,26.877134965675573
3.45,-1621.4,3083.5,-905.6,3599.6,5000,2,5,8,26.877134965675573
3.5,-1619.9,3087.3,-680.1,3552.2,5000,2,5,8,26.877134965675573
3.55,-1357.6,3177.0,-928.0,3577.4,5000,2,5,8,26.877134965675573
3.6,-1465.2,2777.7,-1116.5,3333.0,5000,2,5,8,26.877134965675573
3.65,-1650.4,3110.1,-893.8,3632.5,5000,2,5,8,26.877134965675573
3.7,-1447.5,2858.3,-760.8,3293.0,5000,2,5,8,26.877134965675573
3.75,-1346.7,3210.3,-960.7,3611.4,5000,2,5,8,26.877134965675573
3.8,-1483.3,2867.9,-1073.7,3402.6,5000,2,5,8,26.877134965675573
3.85,-1538.1,3192.4,-951.0,3669.0,5000,2,5,8,26.877134965675573
3.9,-1593.5,2702.7,-885.4,3260.0,5000,2,5,8,26.877134965675573
3.95,-1375.1,3558.1,-1029.5,3951.0,5000,2,5,8,26.877134965675573
4.0,-1553.4,2748.2,-1032.7,3321.5,5000,2,5,8,26.877134965675573
4.05,-1687.1,3083.4,-958.3,3643.0,5000,2,5,8,26.877134965675573
4.1,-1490.3,2762.0,-852.8,3252.2,5000,2,5,8,26.877134965675573
4.15,-1391.6,2941.7,-874.7,3369.7,5000,2,5,8,26.877134965675573
4.2,-1540.0,2764.2,-1041.3,3331.2,5000,2,5,8,26.877134965675573
4.25,-1612.8,3084.0,-979.3,3615.4,5000,2,5,8,26.877134965675573
4.3,-1549.4,2717.9,-743.9,3215.7,5000,2,5,8,26.877134965675573
4.35,-1405.9,3219.2,-989.5,3649.5,5000,2,5,8,26.877134965675573
4.4,-1598.6,2791.5,-989.8,3365.7,5000,2,5,8,26.877134965675573
4.45,-1741.2,3307.2,-901.8,3844.9,5000,2,5,8,26.877134965675573
4.5,-1527.2,2824.0,-743.5,3295.5,5000,2,5,8,26.877134965675573
4.55,-1307.9,3123.0,-856.8,3492.5,5000,2,5,8,26.877134965675573
4.6,-1493.5,2942.7,-1019.1,3453.8,5000,2,5,8,26.877134965675573
4.65,-1608.1,3284.1,-995.9,3789.9,5000,2,5,8,26.877134965675573
4.7,-1554.0,2845.7,-841.2,3349.7,5000,2,5,8,26.877134965675573
4.75,-1454.9,3238.5,-938.4,3672.2,5000,2,5,8,26.877134965675573
4.8,-1529.8,2942.5,-964.8,3453.9,5000,2,5,8,26.877134965675573
4.85,-1639.9,3099.0,-879.6,3614.8,5000,2,5,8,26.877134965675573
4.9,-1565.5,2807.6,-759.6,3303.1,5000,2,5,8,26.877134965675573
4.95,-1426.7,3118.1,-981.3,3566.7,5000,2,5,8,26.877134965675573
0.0,-1874.9,3698.6,-1046.5,4276.7,1000,4,1,9,33.79620799994058
0.05,-1991.3,3890.4,-1009.9,4485.5,1000,4,1,9,33.79620799994058
0.1,-1902.9,3743.2,-1048.0,4327.9,1000,4,1,9,33.79620799994058
0.15,-2002.1,4179.5,-1084.7,4759.5,1000,4,1,9,33.79620799994058
0.2,-2118.2,4071.6,-940.3,4685.0,1000,4,1,9,33.79620799994058
0.25,-2034.8,4254.6,-967.3,4814.4,1000,4,1,9,33.79620799994058
0.3,-2115.0,4231.2,-838.1,4804.0,1000,4,1,9,33.79620799994058
0.35,-2072.5,4118.2,-865.4,4690.8,1000,4,1,9,33.79620799994058
0.4,-2057.3,4057.5,-817.7,4622.1,1000,4,1,9,33.79620799994058
0.45,-2011.9,3961.7,-865.9,4526.8,1000,4,1,9,33.79620799994058
0.5,-1965.9,3635.7,-815.2,4212.8,1000,4,1,9,33.79620799994058
0.55,-1812.2,3612.9,-709.3,4103.7,1000,4,1,9,33.79620799994058
0.6,-1657.6,3816.9,-725.0,4224.0,1000,4,1,9,33.79620799994058
0.65,-1802.1,4052.6,-754.1,4498.9,1000,4,1,9,33.79620799994058
0.7,-1669.6,4250.3,-885.3,4651.5,1000,4,1,9,33.79620799994058
0.75,-1786.4,4207.6,-966.7,4672.2,1000,4,1,9,33.79620799994058
0.8,-1743.3,4093.5,-1047.9,4571.0,1000,4,1,9,33.79620799994058
0.85,-1612.4,4224.5,-1019.7,4635.3,1000,4,1,9,33.79620799994058
0.9,-1826.7,4046.0,-1044.9,4560.6,1000,4,1,9,33.79620799994058
0.95,-1756.8,3919.0,-1126.2,4439.9,1000,4,1,9,33.79620799994058
1.0,-1935.5,3692.5,-1022.0,4292.5,1000,4,1,9,33.79620799994058
1.05,-2038.4,4001.4,-1073.8,4617.3,1000,4,1,9,33.79620799994058
1.1,-1749.6,4178.9,-951.3,4629.2,1000,4,1,9,33.79620799994058
1.15,-2002.5,4041.7,-972.6,4614.3,1000,4,1,9,33.79620799994058
1.2,-2002.5,4231.5,-906.1,4768.3,1000,4,1,9,33.79620799994058
1.25,-2115.5,4134.1,-996.2,4749.6,1000,4,1,9,33.79620799994058
1.3,-2081.5,3945.1,-1028.3,4577.5,1000,4,1,9,33.79620799994058
1.35,-2093.1,3970.0,-866.2,4570.8,1000,4,1,9,33.79620799994058
1.4,-1946.3,3970.6,-695.4,4476.3,1000,4,1,9,33.79620799994058
1.45,-1868.4,3642.5,-785.4,4168.5,1000,4,1,9,33.79620799994058
1.5,-1816.0,3664.1,-668.0,4143.7,1000,4,1,9,33.79620799994058
1.55,-1766.6,3944.4,-770.6,4390.1,1000,4,1,9,33.79620799994058
1.6,-1824.9,4283.7,-847.7,4732.8,1000,4,1,9,33.79620799994058
1.65,-1711.1,3596.1,-888.3,4080.3,1000,4,1,9,33.79620799994058
1.7,-1716.1,3980.6,-841.6,4415.7,1000,4,1,9,33.79620799994058
1.75,-1741.6,4086.4,-988.9,4550.7,1000,4,1,9,33.79620799994058
1.8,-1717.2,4013.2,-1009.1,4480.3,1000,4,1,9,33.79620799994058
1.85,-1810.3,4136.8,-1005.3,4626.1,1000,4,1,9,33.79620799994058
1.9,-1852.2,3974.4,-1057.6,4510.5,1000,4,1,9,33.79620799994058
1.95,-1925.4,3928.6,-1085.8,4507.8,1000,4,1,9,33.79620799994058
2.0,-1804.5,3644.4,-1159.3,4228.7,1000,4,1,9,33.79620799994058
2.05,-1886.3,3845.7,-1035.4,4406.8,1000,4,1,9,33.79620799994058
2.1,-1956.0,4024.7,-979.9,4580.9,1000,4,1,9,33.79620799994058
2.15,-1980.1,3982.1,-984.0,4554.8,1000,4,1,9,33.79620799994058
2.2,-1940.8,3896.7,-981.8,4462.6,1000,4,1,9,33.79620799994058
2.25,-2027.9,4310.5,-874.2,4843.3,1000,4,1,9,33.79620799994058
2.3,-2074.1,4132.4,-906.5,4711.7,1000,4,1,9,33.79620799994058
2.35,-2221.1,4101.7,-839.3,4739.4,1000,4,1,9,33.79620799994058
2.4,-1938.7,4107.3,-887.2,4627.7,1000,4,1,9,33.79620799994058
2.45,-1999.5,4019.2,-764.6,4553.8,1000,4,1,9,33.79620799994058
2.5,-1756.1,3462.8,-794.2,3963.0,1000,4,1,9,33.79620799994058
2.55,-1888.5,3991.7,-763.2,4481.3,1000,4,1,9,33.79620799994058
2.6,-1801.0,4096.4,-748.9,4537.1,1000,4,1,9,33.79620799994058
2.65,-1704.2,3898.9,-874.7,4344.1,1000,4,1,9,33.79620799994058
2.7,-1720.9,4212.3,-865.9,4631.9,1000,4,1,9,33.79620799994058
2.75,-1777.5,3932.0,-784.1,4385.8,1000,4,1,9,33.79620799994058
2.8,-1756.5,4205.0,-1043.5,4675.1,1000,4,1,9,33.79620799994058
2.85,-1867.1,4161.9,-1000.5,4669.9,1000,4,1,9,33.79620799994058
2.9,-1808.3,3713.0,-1057.8,4263.2,1000,4,1,9,33.79620799994058
2.95,-1857.6,3610.9,-1125.1,4213.7,1000,4,1,9,33.79620799994058
3.0,-1785.4,3659.9,-1048.3,4204.9,1000,4,1,9,33.79620799994058
3.05,-2003.8,3752.2,-1056.0,4382.8,1000,4,1,9,33.79620799994058
3.1,-2003.4,3900.2,-1064.7,4512.1,1000,4,1,9,33.79620799994058
3.15,-2118.5,3829.7,-991.0,4487.4,1000,4,1,9,33.79620799994058
3.2,-2119.3,3921.0,-930.2,4553.1,1000,4,1,9,33.79620799994058
3.25,-2093.6,3730.7,-912.3,4374.2,1000,4,1,9,33.79620799994058
3.3,-2114.0,4027.5,-795.1,4617.6,1000,4,1,9,33.79620799994058
3.35,-1947.7,4006.3,-683.5,4506.8,1000,4,1,9,33.79620799994058
3.4,-2008.1,4103.0,-646.8,4613.6,1000,4,1,9,33.79620799994058
3.45,-1870.8,3933.5,-762.3,4421.9,1000,4,1,9,33.79620799994058
3.5,-1894.6,3611.5,-774.3,4151.1,1000,4,1,9,33.79620799994058
3.55,-2038.6,3824.1,-747.6,4397.6,1000,4,1,9,33.79620799994058
3.6,-1810.5,3774.8,-762.9,4255.5,1000,4,1,9,33.79620799994058
3.65,-1677.8,4064.2,-825.8,4473.8,1000,4,1,9,33.79620799994058
3.7,-1687.5,4252.0,-785.8,4641.7,1000,4,1,9,33.79620799994058
3.75,-1799.9,4052.3,-723.6,4492.7,1000,4,1,9,33.79620799994058
3.8,-1795.5,4270.7,-941.3,4727.5,1000,4,1,9,33.79620799994058
3.85,-1676.0,3850.5,-1108.8,4343.3,1000,4,1,9,33.79620799994058
3.9,-1779.1,3842.7,-1002.4,4351.6,1000,4,1,9,33.79620799994058
3.95,-1885.8,3944.1,-1099.8,4508.0,1000,4,1,9,33.79620799994058
4.0,-1926.6,3541.6,-1004.8,4155.1,1000,4,1,9,33.79620799994058
4.05,-1973.9,3956.7,-1092.6,4554.7,1000,4,1,9,33.79620799994058
4.1,-2044.7,4072.8,-1092.6,4686.4,1000,4,1,9,33.79620799994058
4.15,-2084.3,4069.2,-973.2,4674.4,1000,4,1,9,33.79620799994058
4.2,-2003.4,4059.1,-881.1,4611.5,1000,4,1,9,33.79620799994058
4.25,-2181.3,4440.8,-971.2,5042.0,1000,4,1,9,33.79620799994058
4.3,-2111.3,4281.4,-867.5,4851.9,1000,4,1,9,33.79620799994058
